"FrontEN","BackEN","FrontES","BackES","Tags","Category","Page"
"What are the key participants in the Abstract Factory pattern?","• AbstractFactory (GUIFactory): Declares interface for operations that create abstract product objects
• ConcreteFactory (MotifFactory, PMFactory): Implements operations to create concrete product objects
• AbstractProduct (ScrollBar, Button): Declares interface for a type of product object
• ConcreteProduct (MotifScrollBar, PMButton): Defines product object to be created by corresponding concrete factory
• Client: Uses only interfaces declared by AbstractFactory and AbstractProduct","¿Cuáles son los participantes clave en el patrón Abstract Factory?","• AbstractFactory (WidgetFactory): Declara interfaz para operaciones que crean objetos producto abstractos
• ConcreteFactory (MotifWidgetFactory, PMWidgetFactory): Implementa operaciones para crear objetos producto concretos
• AbstractProduct (ScrollBar, Window): Declara interfaz para un tipo de objeto producto
• ConcreteProduct (MotifScrollBar, PMWindow): Define un objeto producto para ser creado por la fábrica correspondiente
• Client: Usa solo interfaces declaradas por AbstractFactory y AbstractProduct","key-concepts abstract-factory creational","Creational","55"
"What are the benefits and drawbacks of the Abstract Factory pattern?","Benefits:
• Isolates concrete classes from clients
• Makes exchanging product families easy
• Promotes consistency among products
• Supports different look-and-feel standards

Drawbacks:
• Supporting new kinds of products is difficult
• Abstract factory interface must be extended to create new products","¿Cuáles son los beneficios y desventajas del patrón Abstract Factory?","Beneficios:
• Aísla clases concretas de los clientes
• Facilita el intercambio de familias de productos
• Promueve la consistencia entre productos
• Soporta configuración flexible

Desventajas:
• Difícil de extender para soportar nuevos tipos de productos
• Puede llevar a muchas clases pequeñas","benefits-drawbacks abstract-factory creational","Creational","58"
"What patterns are related to the Abstract Factory pattern?","• Factory Method: Abstract Factory classes often implemented with Factory Methods
• Prototype: Concrete factory can be implemented using Prototype
• Singleton: Concrete factory is often a Singleton","¿Qué patrones están relacionados con el patrón Abstract Factory?","• Factory Method: A menudo implementado usando métodos factory
• Singleton: Las fábricas concretas a menudo son singletons
• Prototype: Las fábricas pueden usar Prototype para clonar productos predefinidos","related-patterns abstract-factory creational","Creational","58"
"What are key implementation considerations for the Abstract Factory pattern?","• Factories are often singletons
• Creating products - usually use Factory Method
• Can use Prototype to eliminate need for new ConcreteFactory class
• Define extensible factories using parameters to specify products","¿Cuáles son las consideraciones de implementación clave para el patrón Abstract Factory?","• Las fábricas suelen implementarse como singletons
• Crear productos usando Factory Method o Prototype
• Definir fábrica extensible añadiendo parámetro a operaciones de creación
• AbstractFactory solo declara interfaz para crear productos; responsabilidad del ConcreteProduct crearlos","implementation abstract-factory creational","Creational","58"
"What are real-world examples of the Abstract Factory pattern?","• UI toolkit widgets for different look-and-feel standards (Motif, Windows, Mac)
• Database access layers supporting multiple database vendors
• Cross-platform UI frameworks","¿Cuáles son ejemplos del mundo real del patrón Abstract Factory?","• Widgets de toolkit de UI para diferentes estándares de apariencia (Motif, Windows, Mac)
• Capas de acceso a base de datos que soportan múltiples proveedores de base de datos
• Frameworks de UI multiplataforma","real-world abstract-factory creational","Creational","58"
"What is the intent of the Bridge pattern?","Decouple an abstraction from its implementation so that the two can vary independently.","¿Cuál es la intención del patrón Bridge?","Desacoplar una abstracción de su implementación para que ambas puedan variar independientemente.","intent bridge structural","Structural","58"
"When would you use the Bridge pattern?","• Want to avoid permanent binding between abstraction and implementation
• Both abstractions and implementations should be extensible by subclassing
• Changes in implementation should not impact clients
• Want to hide implementation from clients
• Want to share implementation among multiple objects","¿Cuándo usarías el patrón Bridge?","• Quieres evitar un enlace permanente entre abstracción e implementación
• Tanto las abstracciones como las implementaciones deben ser extensibles mediante subclasificación
• Los cambios en la implementación no deben impactar a los clientes
• Quieres ocultar la implementación de los clientes
• Quieres compartir implementación entre múltiples objetos","use-case bridge structural","Structural","59"
"What are the key participants in the Bridge pattern?","• Abstraction (Window): Defines abstraction's interface and maintains reference to Implementor
• RefinedAbstraction (ApplicationWindow, IconWindow): Extends interface defined by Abstraction
• Implementor (WindowImp): Defines interface for implementation classes
• ConcreteImplementor (XWindowImp, PMWindowImp): Implements Implementor interface and defines concrete implementation","¿Cuáles son los participantes clave en el patrón Bridge?","• Abstraction (Window): Define la interfaz de la abstracción y mantiene referencia al Implementor
• RefinedAbstraction (ApplicationWindow, IconWindow): Extiende la interfaz definida por Abstraction
• Implementor (WindowImp): Define la interfaz para las clases de implementación
• ConcreteImplementor (XWindowImp, PMWindowImp): Implementa la interfaz Implementor y define la implementación concreta","key-concepts bridge structural","Structural","61"
"What are the benefits and drawbacks of the Bridge pattern?","Benefits:
• Decouples interface and implementation
• Improves extensibility - abstraction and implementation hierarchies can vary independently
• Hides implementation details from clients
• Allows run-time binding of implementation

Drawbacks:
• Increased complexity due to additional indirection","¿Cuáles son los beneficios y desventajas del patrón Bridge?","Beneficios:
• Desacopla interfaz e implementación
• Mejora la extensibilidad - las jerarquías de abstracción e implementación pueden variar independientemente
• Oculta los detalles de implementación de los clientes
• Permite enlace de implementación en tiempo de ejecución

Desventajas:
• Mayor complejidad debido a la indirección adicional","benefits-drawbacks bridge structural","Structural","64"
"What patterns are related to the Bridge pattern?","• Abstract Factory: Can create and configure particular Bridge
• Adapter: Makes unrelated classes work together; Bridge designed up-front","¿Qué patrones están relacionados con el patrón Bridge?","• Abstract Factory: Puede crear y configurar un Bridge particular
• Adapter: Hace que clases no relacionadas funcionen juntas; Bridge se diseña desde el principio","related-patterns bridge structural","Structural","64"
"What are key implementation considerations for the Bridge pattern?","• Create Implementor when Abstraction is created, or choose from existing implementations
• Share Implementors among multiple Abstractions
• Use Abstract Factory to create and configure particular Bridge
• Window's interface caters to application programmers while WindowImp caters to window systems","¿Cuáles son las consideraciones de implementación clave para el patrón Bridge?","• Crear Implementor cuando se crea Abstraction, o elegir de implementaciones existentes
• Compartir Implementors entre múltiples Abstractions
• Usar Abstract Factory para crear y configurar un Bridge particular
• La interfaz de Window atiende a programadores de aplicaciones mientras que WindowImp atiende a sistemas de ventanas","implementation bridge structural","Structural","63"
"What are real-world examples of the Bridge pattern?","• Window abstractions with platform-specific implementations (X11, Windows, Mac)
• Device-independent graphics libraries
• Persistent object stores with different back-ends","¿Cuáles son ejemplos del mundo real del patrón Bridge?","• Abstracciones de ventanas con implementaciones específicas de plataforma (X11, Windows, Mac)
• Bibliotecas gráficas independientes de dispositivo
• Almacenes de objetos persistentes con diferentes backends","real-world bridge structural","Structural","64"
"Which patterns use the concept 'Encapsulation of Variation'?","Identify the aspects that vary and separate them from what stays the same.

Patterns: Strategy, Abstract Factory, Bridge, Decorator

Strategy encapsulates formatting algorithms, Abstract Factory encapsulates widget families, Bridge encapsulates window implementations, and Decorator encapsulates embellishments.","¿Qué patrones usan el concepto 'Encapsulación de la Variación'?","Identificar los aspectos que varían y separarlos de lo que permanece igual.

Patrones: Strategy, Abstract Factory, Bridge, Decorator

Strategy encapsula algoritmos de formato, Abstract Factory encapsula familias de widgets, Bridge encapsula implementaciones de ventanas y Decorator encapsula embellecimientos.","cross-cutting encapsulation-of-variation","Cross-Cutting","42"
"Which patterns use the concept 'Composition over Inheritance'?","Favor object composition over class inheritance to achieve flexibility. New functionality is added by composing objects in new ways rather than defining new subclasses. Reduces class explosion and enables run-time configuration.

Patterns: Composite, Decorator, Strategy, Bridge","¿Qué patrones usan el concepto 'Composición sobre Herencia'?","Favorecer la composición de objetos sobre la herencia de clases para lograr flexibilidad. La nueva funcionalidad se añade componiendo objetos de nuevas formas en lugar de definir nuevas subclases. Reduce la explosión de clases y permite configuración en tiempo de ejecución.

Patrones: Composite, Decorator, Strategy, Bridge","cross-cutting composition-over-inheritance","Cross-Cutting","42"
"Which patterns use the concept 'Program to Interface, not Implementation'?","Clients should remain unaware of specific types and classes of objects they use. Declare variables to be instances of abstract classes and commit only to interfaces defined by abstract classes.

Patterns: Abstract Factory, Strategy, Bridge, Composite","¿Qué patrones usan el concepto 'Programar a Interfaz, no a Implementación'?","Los clientes deben permanecer sin conocimiento de los tipos y clases específicos de objetos que usan. Declarar variables para que sean instancias de clases abstractas y comprometerse solo a interfaces definidas por clases abstractas.

Patrones: Abstract Factory, Strategy, Bridge, Composite","cross-cutting program-to-interface","Cross-Cutting","42"
"Which patterns use the concept 'Separation of Concerns'?","Separate different aspects of a design into independent parts.

Patterns: Bridge, Strategy, Abstract Factory

Bridge separates window abstraction from implementation, Strategy separates formatting from document structure, Abstract Factory separates product creation from use.","¿Qué patrones usan el concepto 'Separación de Preocupaciones'?","Separar diferentes aspectos de un diseño en partes independientes.

Patrones: Bridge, Strategy, Abstract Factory

Bridge separa la abstracción de ventana de la implementación, Strategy separa el formato de la estructura del documento, Abstract Factory separa la creación de productos del uso.","cross-cutting separation-of-concerns","Cross-Cutting","42"
"Which patterns use the concept 'Delegation'?","Make composition as powerful as inheritance by having receiving object delegate operations to its delegate.

Patterns: Decorator, Strategy, Bridge

Decorator delegates to component, Strategy context delegates to strategy object, Bridge abstraction delegates to implementor.","¿Qué patrones usan el concepto 'Delegación'?","Hacer que la composición sea tan poderosa como la herencia haciendo que el objeto receptor delegue operaciones a su delegado.

Patrones: Decorator, Strategy, Bridge

Decorator delega al componente, el contexto de Strategy delega al objeto strategy, la abstracción de Bridge delega al implementor.","cross-cutting delegation","Cross-Cutting","42"
"Compare Composite vs Decorator","Similarities:
• Both use recursive composition
• Similar structure with component references
• Both part of Structural patterns

Differences:
• Composite: Treats groups uniformly, can have multiple children, represents part-whole hierarchies
• Decorator: Adds responsibilities, single child (transparent enclosure), enhances behavior

When to use each:
• Composite: When you need hierarchical tree structures
• Decorator: When you need to add responsibilities dynamically","Comparar Composite vs Decorator","Similitudes:
• Ambos usan composición recursiva
• Estructura similar con referencias a componentes
• Ambos son patrones estructurales

Diferencias:
• Composite: Trata grupos uniformemente, puede tener múltiples hijos, representa jerarquías parte-todo
• Decorator: Añade responsabilidades, un solo hijo (envoltura transparente), mejora el comportamiento

Cuándo usar cada uno:
• Composite: Cuando necesitas estructuras jerárquicas de árbol
• Decorator: Cuando necesitas añadir responsabilidades dinámicamente","comparison composite decorator structural","Comparison","47"
"Compare Strategy vs State","Similarities:
• Similar structure with context and strategy/state object
• Both encapsulate behavior in separate objects
• Both allow behavior changes at runtime

Differences:
• Strategy: About interchangeable algorithms, client usually specifies which strategy
• State: About object's internal state, state transitions often automatic

When to use each:
• Strategy: When you have multiple algorithms for same task
• State: When object behavior depends on its state","Comparar Strategy vs State","Similitudes:
• Estructura similar con contexto y objeto strategy/state
• Ambos encapsulan comportamiento en objetos separados
• Ambos permiten cambios de comportamiento en tiempo de ejecución

Diferencias:
• Strategy: Sobre algoritmos intercambiables, el cliente usualmente especifica qué strategy
• State: Sobre el estado interno del objeto, las transiciones de estado a menudo son automáticas

Cuándo usar cada uno:
• Strategy: Cuando tienes múltiples algoritmos para la misma tarea
• State: Cuando el comportamiento del objeto depende de su estado","comparison strategy state behavioral","Comparison","50"
"Compare Abstract Factory vs Factory Method","Similarities:
• Both are Creational patterns
• Both defer object creation
• Both work with families of related objects

Differences:
• Abstract Factory: Creates families of related products through object composition
• Factory Method: Creates one product using inheritance/subclassing

When to use each:
• Abstract Factory: When you need to create families of related objects
• Factory Method: When you need to defer instantiation to subclasses","Comparar Abstract Factory vs Factory Method","Similitudes:
• Ambos son patrones creacionales
• Ambos difieren la creación de objetos
• Ambos trabajan con familias de objetos relacionados

Diferencias:
• Abstract Factory: Crea familias de productos relacionados a través de composición de objetos
• Factory Method: Crea un producto usando herencia/subclasificación

Cuándo usar cada uno:
• Abstract Factory: Cuando necesitas crear familias de objetos relacionados
• Factory Method: Cuando necesitas diferir la instanciación a subclases","comparison abstract-factory factory-method creational","Comparison","58"
"Compare Bridge vs Adapter","Similarities:
• Both separate interface from implementation
• Both use composition
• Both are Structural patterns

Differences:
• Bridge: Designed up-front to let abstractions and implementations vary independently
• Adapter: Makes unrelated classes work together after they're designed, changes interface

When to use each:
• Bridge: When designing new code to support multiple implementations
• Adapter: When integrating existing incompatible interfaces","Comparar Bridge vs Adapter","Similitudes:
• Ambos separan interfaz de implementación
• Ambos usan composición
• Ambos son patrones estructurales

Diferencias:
• Bridge: Diseñado desde el principio para permitir que abstracciones e implementaciones varíen independientemente
• Adapter: Hace que clases no relacionadas funcionen juntas después de que están diseñadas, cambia la interfaz

Cuándo usar cada uno:
• Bridge: Al diseñar código nuevo para soportar múltiples implementaciones
• Adapter: Al integrar interfaces incompatibles existentes","comparison bridge adapter structural","Comparison","64"
"What is the intent of the Command pattern?","Encapsulate a request as an object, thereby letting you parameterize clients with different requests, queue or log requests, and support undoable operations.","¿Cuál es la intención del patrón Command?","Encapsular una solicitud como un objeto, permitiendo así parametrizar clientes con diferentes solicitudes, poner en cola o registrar solicitudes, y soportar operaciones que se puedan deshacer.","intent command behavioral","Behavioral","66"
"When would you use the Command pattern?","• Parameterize objects by an action to perform (callback-like mechanism)
• Specify, queue, and execute requests at different times
• Support undo/redo with Execute and Unexecute operations
• Support logging changes for crash recovery
• Structure a system around high-level operations built on primitive operations","¿Cuándo usarías el patrón Command?","• Parametrizar objetos por una acción a realizar (mecanismo similar a callback)
• Especificar, poner en cola y ejecutar solicitudes en diferentes momentos
• Soportar deshacer/rehacer con operaciones Execute y Unexecute
• Soportar registro de cambios para recuperación de fallos
• Estructurar un sistema alrededor de operaciones de alto nivel construidas sobre operaciones primitivas","use-case command behavioral","Behavioral","66"
"What are the key participants in the Command pattern?","• Command: Declares interface for executing an operation with Execute() method
• ConcreteCommand: Implements Execute by invoking operations on Receiver, stores state for undo
• Client: Creates ConcreteCommand object and sets its receiver
• Invoker: Asks the command to carry out the request by calling Execute
• Receiver: Knows how to perform the operations to carry out the request","¿Cuáles son los participantes clave en el patrón Command?","• Command: Declara interfaz para ejecutar una operación con método Execute()
• ConcreteCommand: Implementa Execute invocando operaciones en Receiver, almacena estado para deshacer
• Client: Crea objeto ConcreteCommand y establece su receptor
• Invoker: Pide al comando que ejecute la solicitud llamando a Execute
• Receiver: Sabe cómo realizar las operaciones para llevar a cabo la solicitud","key-concepts command behavioral","Behavioral","66"
"What are the benefits and drawbacks of the Command pattern?","Benefits:
• Decouples object that invokes operation from one that knows how to perform it
• Commands are first-class objects that can be manipulated and extended
• Can assemble commands into composite commands using Composite pattern
• Easy to add new Commands without changing existing classes

Drawbacks:
• Can result in many small command classes
• Complexity increases with command history and undo/redo mechanisms","¿Cuáles son los beneficios y desventajas del patrón Command?","Beneficios:
• Desacopla el objeto que invoca la operación de aquel que sabe cómo realizarla
• Los comandos son objetos de primera clase que pueden ser manipulados y extendidos
• Puede ensamblar comandos en comandos compuestos usando el patrón Composite
• Fácil añadir nuevos Commands sin cambiar clases existentes

Desventajas:
• Puede resultar en muchas clases de comando pequeñas
• La complejidad aumenta con el historial de comandos y mecanismos de deshacer/rehacer","benefits-drawbacks command behavioral","Behavioral","66"
"What patterns are related to the Command pattern?","• Composite: Can be used to implement MacroCommands
• Memento: Can keep state for undoing effects
• Prototype: Commands that must be copied before being placed on history list act as prototypes","¿Qué patrones están relacionados con el patrón Command?","• Composite: Puede usarse para implementar MacroCommands
• Memento: Puede mantener el estado para deshacer efectos
• Prototype: Los comandos que deben ser copiados antes de colocarse en la lista de historial actúan como prototipos","related-patterns command behavioral","Behavioral","66"
"What are key implementation considerations for the Command pattern?","• Add Unexecute operation to Command interface for undo/redo support
• Add Reversible operation to determine if command is undoable at runtime
• Maintain command history as list of executed/unexecuted commands
• Track present position in history for undo (move left) and redo (move right)
• Commands may delegate all, part, or none of implementation to other objects","¿Cuáles son las consideraciones clave de implementación para el patrón Command?","• Añadir operación Unexecute a la interfaz Command para soporte de deshacer/rehacer
• Añadir operación Reversible para determinar si el comando es deshacible en tiempo de ejecución
• Mantener historial de comandos como lista de comandos ejecutados/no ejecutados
• Rastrear posición actual en el historial para deshacer (mover a la izquierda) y rehacer (mover a la derecha)
• Los comandos pueden delegar toda, parte o ninguna implementación a otros objetos","implementation command behavioral","Behavioral","66"
"What are real-world examples of the Command pattern?","• Menu items and buttons in GUI applications
• Undo/redo functionality in document editors
• Transaction systems and logging mechanisms
• Request queuing and scheduling systems","¿Cuáles son ejemplos del mundo real del patrón Command?","• Elementos de menú y botones en aplicaciones GUI
• Funcionalidad de deshacer/rehacer en editores de documentos
• Sistemas de transacciones y mecanismos de registro
• Sistemas de cola de solicitudes y planificación","real-world command behavioral","Behavioral","66"
"What are common misuses of the Command pattern?","• Creating too many small command classes without justification
• Implementing complex undo/redo without proper command history management
• Not properly managing state in commands, making undo operations unreliable
• Overcomplicating simple operations that don't need the full command infrastructure","¿Cuáles son los usos incorrectos comunes del patrón Command?","• Crear demasiadas clases de comando pequeñas sin justificación
• Implementar deshacer/rehacer complejo sin gestión adecuada del historial de comandos
• No gestionar correctamente el estado en los comandos, haciendo que las operaciones de deshacer no sean confiables
• Sobrecomplicar operaciones simples que no necesitan toda la infraestructura de comandos","anti-pattern command behavioral","Behavioral","66"
