"FrontEN","BackEN","FrontES","BackES","Tags","Category","Page"
"What are the key participants in the Adapter Pattern?","**Target Interface**: The interface that the client expects and uses (e.g., Quackable)

**Adaptee**: The class that needs adapting (e.g., Goose with honk() method)

**Adapter**: Implements the target interface and wraps the adaptee, translating calls from the target interface to the adaptee's interface","¿Cuáles son los participantes clave en el Patrón Adapter?","**Interfaz Objetivo**: La interfaz que el cliente espera y usa (ej., Quackable)

**Adaptado**: La clase que necesita adaptación (ej., Goose con método honk())

**Adaptador**: Implementa la interfaz objetivo y envuelve el adaptado, traduciendo llamadas de la interfaz objetivo a la interfaz del adaptado","key-concepts adapter-pattern structural","Structural","504"
"What are the benefits and drawbacks of the Adapter Pattern?","Benefits:
• Allows incompatible interfaces to work together without modifying existing code
• Promotes reuse of existing classes
• Follows Open/Closed Principle - extends functionality without modification

Drawbacks:
• Increases overall complexity by adding another layer
• Sometimes many adaptations are required along an adapter chain","¿Cuáles son los beneficios y desventajas del Patrón Adapter?","Beneficios:
• Permite que interfaces incompatibles trabajen juntas sin modificar código existente
• Promueve la reutilización de clases existentes
• Sigue el Principio Abierto/Cerrado - extiende funcionalidad sin modificación

Desventajas:
• Aumenta la complejidad general al agregar otra capa
• A veces se requieren muchas adaptaciones a lo largo de una cadena de adaptadores","benefits-drawbacks adapter-pattern structural","Structural","504"
"```java
public class GooseAdapter implements Quackable {
  Goose goose;
  
  public GooseAdapter(Goose goose) {
    this.goose = goose;
  }
  
  public void quack() {
    goose.honk();
  }
}
```
What pattern does this code demonstrate?","Pattern: Adapter Pattern

Key elements: GooseAdapter wraps a Goose and implements Quackable interface. When quack() is called, it delegates to the goose's honk() method, allowing a Goose to be used anywhere a Quackable is expected.","```java
public class GooseAdapter implements Quackable {
  Goose goose;
  
  public GooseAdapter(Goose goose) {
    this.goose = goose;
  }
  
  public void quack() {
    goose.honk();
  }
}
```
¿Qué patrón demuestra este código?","Patrón: Adapter Pattern

Elementos clave: GooseAdapter envuelve un Goose e implementa la interfaz Quackable. Cuando se llama a quack(), delega al método honk() del ganso, permitiendo que un Goose sea usado donde se espera un Quackable.","code-example adapter-pattern structural java","Structural","504"
"Compare Adapter Pattern vs Decorator Pattern","Similarities:
• Both wrap objects
• Both implement the same interface as the object they wrap
• Both use composition

Differences:
• Adapter changes the interface of the wrapped object
• Decorator adds behavior while keeping the same interface

When to use each:
• Use Adapter when you need to make incompatible interfaces work together
• Use Decorator when you need to add responsibilities to objects dynamically","Compara Patrón Adapter vs Patrón Decorator","Similitudes:
• Ambos envuelven objetos
• Ambos implementan la misma interfaz que el objeto que envuelven
• Ambos usan composición

Diferencias:
• Adapter cambia la interfaz del objeto envuelto
• Decorator agrega comportamiento manteniendo la misma interfaz

Cuándo usar cada uno:
• Usa Adapter cuando necesitas hacer que interfaces incompatibles trabajen juntas
• Usa Decorator cuando necesitas agregar responsabilidades a objetos dinámicamente","comparison adapter-pattern decorator-pattern","Comparison","504"
"What is the intent of the Decorator Pattern?","Attach additional responsibilities to an object dynamically. Decorators provide a flexible alternative to subclassing for extending functionality.","¿Cuál es el propósito del Patrón Decorator?","Adjuntar responsabilidades adicionales a un objeto dinámicamente. Los decoradores proporcionan una alternativa flexible a la subclasificación para extender funcionalidad.","intent decorator-pattern structural","Structural","506"
"When would you use the Decorator Pattern?","• When you need to add responsibilities to individual objects dynamically and transparently
• When extension by subclassing is impractical or would result in too many subclasses
• When you want to add behavior that can be withdrawn
• When you need to ensure all objects get wrapped with certain behavior","¿Cuándo utilizarías el Patrón Decorator?","• Cuando necesitas agregar responsabilidades a objetos individuales dinámicamente y de forma transparente
• Cuando la extensión por subclasificación es impráctica o resultaría en demasiadas subclases
• Cuando quieres agregar comportamiento que puede ser retirado
• Cuando necesitas asegurar que todos los objetos se envuelvan con cierto comportamiento","use-case decorator-pattern structural","Structural","506"
"What are the key participants in the Decorator Pattern?","**Component Interface**: Interface that both concrete components and decorators implement (e.g., Quackable)

**Concrete Component**: The object being decorated (e.g., MallardDuck)

**Decorator**: Wraps a component, maintains a reference to it, and implements the same interface. Adds behavior before/after delegating to the wrapped component.","¿Cuáles son los participantes clave en el Patrón Decorator?","**Interfaz Componente**: Interfaz que implementan tanto componentes concretos como decoradores (ej., Quackable)

**Componente Concreto**: El objeto que se está decorando (ej., MallardDuck)

**Decorador**: Envuelve un componente, mantiene una referencia a él e implementa la misma interfaz. Agrega comportamiento antes/después de delegar al componente envuelto.","key-concepts decorator-pattern structural","Structural","506"
"What are the benefits and drawbacks of the Decorator Pattern?","Benefits:
• More flexible than static inheritance
• Adds behavior without modifying existing code
• Can add multiple decorators to an object
• Responsibilities can be added and removed at runtime
• Follows Open/Closed Principle

Drawbacks:
• Must ensure objects get wrapped or they won't have decorated behavior
• Can result in many small objects in the design
• Can be difficult to distinguish decorated object from undecorated
• Decorators can complicate client code","¿Cuáles son los beneficios y desventajas del Patrón Decorator?","Beneficios:
• Más flexible que la herencia estática
• Agrega comportamiento sin modificar código existente
• Puede agregar múltiples decoradores a un objeto
• Las responsabilidades pueden agregarse y removerse en tiempo de ejecución
• Sigue el Principio Abierto/Cerrado

Desventajas:
• Debe asegurar que los objetos se envuelvan o no tendrán comportamiento decorado
• Puede resultar en muchos objetos pequeños en el diseño
• Puede ser difícil distinguir objeto decorado de no decorado
• Los decoradores pueden complicar el código del cliente","benefits-drawbacks decorator-pattern structural","Structural","506"
"```java
public class QuackCounter implements Quackable {
  Quackable duck;
  static int numberOfQuacks;
  
  public void quack() {
    duck.quack();
    numberOfQuacks++;
  }
  
  public static int getQuacks() {
    return numberOfQuacks;
  }
}
```
What pattern does this code demonstrate?","Pattern: Decorator Pattern

Key elements: QuackCounter decorates any Quackable object, adding counting behavior. When quack() is called, it delegates to the wrapped duck then increments the count. Uses static variable to count all quacks across all decorated ducks.","```java
public class QuackCounter implements Quackable {
  Quackable duck;
  static int numberOfQuacks;
  
  public void quack() {
    duck.quack();
    numberOfQuacks++;
  }
  
  public static int getQuacks() {
    return numberOfQuacks;
  }
}
```
¿Qué patrón demuestra este código?","Patrón: Decorator Pattern

Elementos clave: QuackCounter decora cualquier objeto Quackable, agregando comportamiento de conteo. Cuando se llama a quack(), delega al pato envuelto y luego incrementa el conteo. Usa variable estática para contar todos los graznidos de todos los patos decorados.","code-example decorator-pattern structural java","Structural","506"
"What are key implementation considerations for the Decorator Pattern?","• Decorator must implement same interface as component it decorates
• Decorator holds reference to wrapped component
• Decorator delegates to wrapped component and adds additional behavior
• To ensure consistent decoration, use Abstract Factory pattern to create decorated objects
• Static variable in decorator can track aggregate behavior across all decorated objects","¿Cuáles son consideraciones clave de implementación para el Patrón Decorator?","• El decorador debe implementar la misma interfaz que el componente que decora
• El decorador mantiene referencia al componente envuelto
• El decorador delega al componente envuelto y agrega comportamiento adicional
• Para asegurar decoración consistente, usa el patrón Abstract Factory para crear objetos decorados
• Variable estática en decorador puede rastrear comportamiento agregado a través de todos los objetos decorados","implementation decorator-pattern structural","Structural","506"
"What is the intent of the Abstract Factory Pattern?","Provide an interface for creating families of related or dependent objects without specifying their concrete classes.","¿Cuál es el propósito del Patrón Abstract Factory?","Proporcionar una interfaz para crear familias de objetos relacionados o dependientes sin especificar sus clases concretas.","intent abstract-factory-pattern creational","Creational","508"
"When would you use the Abstract Factory Pattern?","• When you need to ensure objects are created consistently (e.g., all wrapped with decorators)
• When you want to create families of related objects
• When you want to provide a library of products and reveal only their interfaces, not implementations
• When system should be independent of how its products are created","¿Cuándo utilizarías el Patrón Abstract Factory?","• Cuando necesitas asegurar que los objetos se creen consistentemente (ej., todos envueltos con decoradores)
• Cuando quieres crear familias de objetos relacionados
• Cuando quieres proporcionar una biblioteca de productos y revelar solo sus interfaces, no implementaciones
• Cuando el sistema debe ser independiente de cómo se crean sus productos","use-case abstract-factory-pattern creational","Creational","508"
"What are the key participants in the Abstract Factory Pattern?","**Abstract Factory**: Declares interface for creating abstract product objects (e.g., AbstractDuckFactory)

**Concrete Factory**: Implements operations to create concrete product objects (e.g., DuckFactory, CountingDuckFactory)

**Product**: Objects created by the factory (e.g., various Quackable ducks)","¿Cuáles son los participantes clave en el Patrón Abstract Factory?","**Fábrica Abstracta**: Declara interfaz para crear objetos de producto abstractos (ej., AbstractDuckFactory)

**Fábrica Concreta**: Implementa operaciones para crear objetos de producto concretos (ej., DuckFactory, CountingDuckFactory)

**Producto**: Objetos creados por la fábrica (ej., varios patos Quackable)","key-concepts abstract-factory-pattern creational","Creational","508"
"What are the benefits and drawbacks of the Abstract Factory Pattern?","Benefits:
• Isolates concrete classes from client
• Makes exchanging product families easy
• Promotes consistency among products
• Ensures all objects are created with proper decoration or configuration

Drawbacks:
• Supporting new kinds of products is difficult - requires changing interface
• Can result in a lot of factory classes","¿Cuáles son los beneficios y desventajas del Patrón Abstract Factory?","Beneficios:
• Aísla clases concretas del cliente
• Hace fácil intercambiar familias de productos
• Promueve consistencia entre productos
• Asegura que todos los objetos se creen con decoración o configuración apropiada

Desventajas:
• Soportar nuevos tipos de productos es difícil - requiere cambiar la interfaz
• Puede resultar en muchas clases de fábrica","benefits-drawbacks abstract-factory-pattern creational","Creational","508"
"```java
public abstract class AbstractDuckFactory {
  public abstract Quackable createMallardDuck();
  public abstract Quackable createRedheadDuck();
}

public class CountingDuckFactory extends AbstractDuckFactory {
  public Quackable createMallardDuck() {
    return new QuackCounter(new MallardDuck());
  }
}
```
What pattern does this code demonstrate?","Pattern: Abstract Factory Pattern

Key elements: AbstractDuckFactory defines interface for creating duck families. CountingDuckFactory creates ducks wrapped in QuackCounter decorators, ensuring all quacks are counted.","```java
public abstract class AbstractDuckFactory {
  public abstract Quackable createMallardDuck();
  public abstract Quackable createRedheadDuck();
}

public class CountingDuckFactory extends AbstractDuckFactory {
  public Quackable createMallardDuck() {
    return new QuackCounter(new MallardDuck());
  }
}
```
¿Qué patrón demuestra este código?","Patrón: Abstract Factory Pattern

Elementos clave: AbstractDuckFactory define la interfaz para crear familias de patos. CountingDuckFactory crea patos envueltos en decoradores QuackCounter, asegurando que todos los graznidos sean contados.","code-example abstract-factory-pattern creational java","Creational","509"
"What are key implementation considerations for the Abstract Factory Pattern?","• Define abstract factory with methods for creating each product type
• Create concrete factories that implement product creation methods
• Client uses polymorphic factory - takes factory as parameter and uses it to create objects
• Can create decorated vs non-decorated product families","¿Cuáles son consideraciones clave de implementación para el Patrón Abstract Factory?","• Usa Abstract Factory para asegurar que todos los objetos se creen con decoración consistente
• La fábrica puede ser implementada como Singleton si solo necesitas una instancia
• Considera usar Factory Method dentro de las operaciones de creación de la fábrica
• El cliente trabaja solo con interfaces abstractas de fábrica y producto","implementation abstract-factory-pattern creational","Creational","508"
"What is the intent of the Composite Pattern?","Compose objects into tree structures to represent part-whole hierarchies. Composite lets clients treat individual objects and compositions of objects uniformly.","¿Qué patrones están relacionados con el Patrón Abstract Factory?","**Factory Method**: Las fábricas abstractas a menudo se implementan con métodos de fábrica

**Singleton**: Las fábricas concretas a menudo son singletons

**Prototype**: Las fábricas pueden usar Prototype para crear productos

**Decorator**: Las fábricas pueden crear objetos predecorados","intent composite-pattern structural","Structural","513"
"When would you use the Composite Pattern?","• When you want to represent part-whole hierarchies of objects
• When you want clients to be able to ignore the difference between compositions and individual objects
• When you need to manage collections and sub-collections with the same interface
• When implementing GUI component hierarchies","¿Cuál es el propósito del Patrón Composite?","Componer objetos en estructuras de árbol para representar jerarquías parte-todo. Composite permite a los clientes tratar objetos individuales y composiciones de objetos de manera uniforme.","use-case composite-pattern structural","Structural","513"
"What are the key participants in the Composite Pattern?","**Component**: Interface for objects in the composition (e.g., Quackable)

**Leaf**: Individual objects with no children (e.g., MallardDuck, RedheadDuck)

**Composite**: Contains child components and implements component operations by delegating to children (e.g., Flock)","¿Cuándo utilizarías el Patrón Composite?","• Cuando quieres representar jerarquías parte-todo de objetos
• Cuando quieres que los clientes puedan ignorar la diferencia entre composiciones de objetos y objetos individuales
• Cuando la estructura puede tener cualquier nivel de complejidad y es dinámica
• En MVC, la vista usa Composite para gestionar componentes GUI anidados","key-concepts composite-pattern structural","Structural","513"
"What are the benefits and drawbacks of the Composite Pattern?","Benefits:
• Makes client code simple - treats composites and leaves uniformly
• Makes it easy to add new kinds of components
• Provides flexibility in structure

Drawbacks:
• Can make design overly general
• Can be difficult to restrict component types in composite","¿Cuáles son los participantes clave en el Patrón Composite?","**Componente**: Declara la interfaz para objetos en la composición

**Hoja**: Representa objetos hoja sin hijos

**Composite**: Define comportamiento para componentes con hijos, almacena componentes hijos (ej., Flock contiene objetos Quackable)","benefits-drawbacks composite-pattern structural","Structural","513"
"```java
public class Flock implements Quackable {
  ArrayList<Quackable> quackers = new ArrayList<>();
  
  public void add(Quackable quacker) {
    quackers.add(quacker);
  }
  
  public void quack() {
    Iterator<Quackable> iterator = quackers.iterator();
    while (iterator.hasNext()) {
      iterator.next().quack();
    }
  }
}
```
What pattern does this code demonstrate?","Pattern: Composite Pattern (also uses Iterator Pattern)

Key elements: Flock is a composite that holds Quackables. When quack() is called on the flock, it iterates through all quackers and calls quack() on each. Can contain both individual ducks and other flocks.","¿Cuáles son los beneficios y desventajas del Patrón Composite?","Beneficios:
• Hace que el cliente sea simple - puede tratar componentes individuales y composiciones uniformemente
• Facilita agregar nuevos tipos de componentes
• Sigue el Principio Abierto/Cerrado

Desventajas:
• Puede hacer que el diseño sea demasiado general
• Puede ser difícil restringir los componentes de un composite","code-example composite-pattern structural java","Structural","513"
"What are key implementation considerations for the Composite Pattern?","• Composite maintains collection of child components (ArrayList, etc.)
• Composite implements component interface, delegating operations to all children
• Often uses Iterator Pattern to traverse children
• Safety vs Transparency trade-off: keep add() method only in Composite (safer) or in Component interface (more transparent)
• Can add composites to composites for nested hierarchies","```java
public class Flock implements Quackable {
  ArrayList quackers = new ArrayList();
  
  public void add(Quackable quacker) {
    quackers.add(quacker);
  }
  
  public void quack() {
    Iterator iterator = quackers.iterator();
    while (iterator.hasNext()) {
      Quackable quacker = (Quackable)iterator.next();
      quacker.quack();
    }
  }
}
```
¿Qué patrón demuestra este código?","Patrón: Composite Pattern

Elementos clave: Flock es un composite que contiene múltiples objetos Quackable. Cuando se llama a quack(), itera a través de todos los Quackables contenidos y llama a quack() en cada uno. Trata objetos individuales y grupos uniformemente.","implementation composite-pattern structural","Structural","513"
"What is the safety versus transparency trade-off in the Composite Pattern?","**Transparency**: Put child management methods (like add()) in the Component interface. Makes leaves and composites indistinguishable but less safe - you can call add() on leaves where it doesn't make sense.

**Safety**: Keep child management methods only in Composite class. Safer because you can't call methods that don't make sense on leaves, but less transparent - client must know if it's dealing with a composite or leaf.","¿Cuáles son consideraciones clave de implementación para el Patrón Composite?","• Composite almacena componentes hijos en una colección (ej., ArrayList)
• El método del composite itera sobre hijos y delega operaciones a cada uno
• Usa Iterator para recorrer la colección de hijos
• Composite y hojas implementan la misma interfaz
• El composite puede contener tanto hojas como otros composites","key-concepts composite-pattern structural design-tradeoffs","Structural","515"
"What is the intent of the Iterator Pattern?","Provide a way to access the elements of an aggregate object sequentially without exposing its underlying representation.","¿Qué patrones están relacionados con el Patrón Composite?","**Iterator**: Se usa para recorrer estructuras Composite

**Decorator**: A menudo usado con Composite - típicamente comparten una clase padre común

**Visitor**: Puede aplicar operaciones sobre estructura Composite","intent iterator-pattern behavioral","Behavioral","513"
"When would you use the Iterator Pattern?","• When you need to access an aggregate object's contents without exposing internal representation
• When you need to support multiple traversals of aggregate objects
• When you want to provide a uniform interface for traversing different aggregate structures","¿Cuándo utilizarías el Patrón Iterator?","• Cuando necesitas acceder al contenido de un objeto agregado sin exponer representación interna
• Cuando necesitas soportar múltiples travesías de objetos agregados
• Cuando quieres proporcionar una interfaz uniforme para recorrer diferentes estructuras agregadas","use-case iterator-pattern behavioral","Behavioral","513"
"What are the benefits and drawbacks of the Iterator Pattern?","Benefits:
• Supports variations in traversal of collections
• Simplifies the collection interface
• More than one traversal can be active on a collection

Drawbacks:
• Adds complexity for simple collections","¿Cuáles son los beneficios y desventajas del Patrón Iterator?","Beneficios:
• Soporta variaciones en el recorrido de colecciones
• Simplifica la interfaz de la colección
• Más de una travesía puede estar activa en una colección

Desventajas:
• Agrega complejidad para colecciones simples","benefits-drawbacks iterator-pattern behavioral","Behavioral","513"
"What patterns are related to the Iterator Pattern?","**Composite**: Often used together - Iterator traverses Composites

**Factory Method**: Polymorphic iterators rely on factory methods to instantiate appropriate iterator","¿Qué patrones están relacionados con el Patrón Iterator?","**Composite**: A menudo usado juntos - Iterator recorre Composites

**Factory Method**: Los iteradores polimórficos dependen de métodos de fábrica para instanciar el iterador apropiado","related-patterns iterator-pattern behavioral","Behavioral","513"
"What is the intent of the Observer Pattern?","Define a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically.","¿Cuál es el propósito del Patrón Observer?","Definir una dependencia uno-a-muchos entre objetos de modo que cuando un objeto cambia de estado, todos sus dependientes sean notificados y actualizados automáticamente.","intent observer-pattern behavioral","Behavioral","516"
"When would you use the Observer Pattern?","• When abstraction has two aspects and one depends on the other
• When change to one object requires changing others, and you don't know how many objects need to be changed
• When an object should be able to notify other objects without knowing who they are
• Core pattern in MVC - model notifies views and controllers of state changes","¿Cuándo utilizarías el Patrón Observer?","• Cuando una abstracción tiene dos aspectos y uno depende del otro
• Cuando un cambio en un objeto requiere cambiar otros, y no sabes cuántos objetos necesitan ser cambiados
• Cuando un objeto debe poder notificar a otros objetos sin saber quiénes son
• Patrón central en MVC - el modelo notifica a las vistas y controladores de cambios de estado","use-case observer-pattern behavioral","Behavioral","516"
"What are the key participants in the Observer Pattern?","**Subject/Observable**: Maintains list of observers and provides methods to register/remove observers and notify them of changes

**Observer**: Interface for objects that should be notified of subject changes

**Concrete Subject**: Stores state and notifies observers when state changes

**Concrete Observer**: Maintains reference to subject and implements update method to keep state consistent","¿Cuáles son los participantes clave en el Patrón Observer?","**Sujeto/Observable**: Mantiene lista de observadores y proporciona métodos para registrar/remover observadores y notificarles de cambios

**Observador**: Interfaz para objetos que deben ser notificados de cambios del sujeto

**Sujeto Concreto**: Almacena estado y notifica a observadores cuando el estado cambia

**Observador Concreto**: Mantiene referencia al sujeto e implementa método de actualización para mantener estado consistente","key-concepts observer-pattern behavioral","Behavioral","516"
"What are the benefits and drawbacks of the Observer Pattern?","Benefits:
• Loose coupling between subject and observers
• Supports broadcast communication
• Can add observers at runtime without modifying subject

Drawbacks:
• Unexpected updates - observers don't know about each other
• Update overhead if many observers
• Memory leaks if observers not properly removed","¿Cuáles son los beneficios y desventajas del Patrón Observer?","Beneficios:
• Acoplamiento débil entre sujeto y observadores
• Soporta comunicación de difusión
• Puede agregar observadores en tiempo de ejecución sin modificar el sujeto

Desventajas:
• Actualizaciones inesperadas - los observadores no saben unos de otros
• Sobrecarga de actualización si hay muchos observadores
• Fugas de memoria si los observadores no se remueven apropiadamente","benefits-drawbacks observer-pattern behavioral","Behavioral","516"
"```java
public class Observable implements QuackObservable {
  ArrayList observers = new ArrayList();
  QuackObservable duck;
  
  public void registerObserver(Observer observer) {
    observers.add(observer);
  }
  
  public void notifyObservers() {
    Iterator iterator = observers.iterator();
    while (iterator.hasNext()) {
      Observer observer = (Observer)iterator.next();
      observer.update(duck);
    }
  }
}
```
What pattern does this code demonstrate?","Pattern: Observer Pattern

Key elements: Observable helper class encapsulates observer registration and notification. Quackable classes compose this helper and delegate observer methods to it, avoiding code duplication.","```java
public class Observable implements QuackObservable {
  ArrayList observers = new ArrayList();
  QuackObservable duck;
  
  public void registerObserver(Observer observer) {
    observers.add(observer);
  }
  
  public void notifyObservers() {
    Iterator iterator = observers.iterator();
    while (iterator.hasNext()) {
      Observer observer = (Observer)iterator.next();
      observer.update(duck);
    }
  }
}
```
¿Qué patrón demuestra este código?","Patrón: Observer Pattern

Elementos clave: La clase helper Observable encapsula el registro de observadores y la notificación. Las clases Quackable componen este helper y delegan métodos de observador a él, evitando duplicación de código.","code-example observer-pattern behavioral java","Behavioral","517"
